Source	Cluster	perClusterFreq	ClusterFreq	ClusterGenomeSize	perTotalFreq	TotalFreq	OdsRatio	pvalue	padj	AccnetGenomeSize	AccnetProteinSize	Type	TwinGroup	Description
Cluster_1505	8	1	1	1	0.035175879396984924	7	28.42857142857143	0	0	199	27256	Cluster	Single	WP_089602805.1 autotransporter domain-containing protein, partial [Escherichia coli]
Cluster_2935	8	1	1	1	0.2562814070351759	51	3.9019607843137254	0	0	199	27256	Cluster	Single	WP_000264907.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae]
Cluster_13548	8	1	1	1	0.5728643216080402	114	1.7456140350877192	0	0	199	27256	Cluster	Single	WP_000476130.1 DUF2773 domain-containing protein [Escherichia coli]
Cluster_5315	8	1	1	1	0.19597989949748743	39	5.102564102564103	0	0	199	27256	Cluster	Single	WP_097412277.1 phage terminase small subunit P27 family [Escherichia coli]
Cluster_22390	8	1	1	1	0.3015075376884422	60	3.316666666666667	0	0	199	27256	Cluster	Single	WP_032266953.1 MFS transporter, partial [Escherichia coli]
Cluster_991	8	1	1	1	0.16080402010050251	32	6.21875	0	0	199	27256	Cluster	Single	WP_072674822.1 plasmid transfer ATPase TraJ, partial [Escherichia coli]
Cluster_28450	8	1	1	1	0.7537688442211056	150	1.3266666666666667	0	0	199	27256	Cluster	Single	WP_077629533.1 hypothetical protein [Escherichia coli]
Cluster_3112	8	1	1	1	0.17587939698492464	35	5.685714285714285	0	0	199	27256	Cluster	Twin_951	WP_088224424.1 fimbrial protein [Escherichia coli]
Cluster_28564	8	1	1	1	0.05025125628140704	10	19.9	0	0	199	27256	Cluster	Twin_587	WP_052921734.1 recombinase family protein [Escherichia coli]
Cluster_13527	8	1	1	1	0.5025125628140703	100	1.9900000000000002	0	0	199	27256	Cluster	Single	WP_024200357.1 lysis protein, partial [Escherichia coli]
Cluster_30432	8	1	1	1	0.35678391959798994	71	2.802816901408451	0	0	199	27256	Cluster	Single	WP_021540099.1 transposase [Escherichia coli]
Cluster_29107	8	1	1	1	0.1658291457286432	33	6.03030303030303	0	0	199	27256	Cluster	Single	WP_001309890.1 hypothetical protein [Escherichia coli]
Cluster_19874	8	1	1	1	0.10552763819095477	21	9.476190476190476	0	0	199	27256	Cluster	Twin_756	WP_001681664.1 hypothetical protein [Escherichia coli]
Cluster_23009	8	1	1	1	0.01507537688442211	3	66.33333333333334	0	0	199	27256	Cluster	Single	WP_073861049.1 phage tail tape measure protein [Escherichia coli]
Cluster_7737	8	1	1	1	0.04522613065326633	9	22.11111111111111	0	0	199	27256	Cluster	Twin_1416	WP_001114711.1 MULTISPECIES: MurR/RpiR family transcriptional regulator [Enterobacteriaceae]
Cluster_11335	8	1	1	1	0.6582914572864321	131	1.5190839694656488	0	0	199	27256	Cluster	Single	WP_001211511.1 hypothetical protein [Escherichia coli]
Cluster_23114	8	1	1	1	0.005025125628140704	1	199	0	0	199	27256	Cluster	Single	WP_077782618.1 hypothetical protein [Escherichia coli]
Cluster_19824	8	1	1	1	0.2562814070351759	51	3.9019607843137254	0	0	199	27256	Cluster	Twin_498	WP_001540101.1 ketose-bisphosphate aldolase [Escherichia coli]
Cluster_23055	8	1	1	1	0.005025125628140704	1	199	0	0	199	27256	Cluster	Single	WP_000256050.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae]
Cluster_24459	8	1	1	1	0.7738693467336684	154	1.2922077922077921	0	0	199	27256	Cluster	Single	WP_097448389.1 hypothetical protein [Escherichia coli]
Cluster_22936	8	1	1	1	0.005025125628140704	1	199	0	0	199	27256	Cluster	Single	WP_001289885.1 hypothetical protein [Escherichia coli]
Cluster_25849	8	1	1	1	0.10552763819095477	21	9.476190476190476	0	0	199	27256	Cluster	Twin_756	WP_072657239.1 conjugal transfer protein TraQ [Escherichia coli]
Cluster_10264	8	1	1	1	0.7788944723618091	155	1.2838709677419353	0	0	199	27256	Cluster	Single	WP_000988709.1 MULTISPECIES: DUF296 domain-containing protein [Enterobacteriaceae]
Cluster_23232	8	1	1	1	0.5628140703517588	112	1.7767857142857144	0	0	199	27256	Cluster	Twin_494	WP_001189191.1 phenylacetate-CoA oxygenase subunit PaaJ [Escherichia coli]
Cluster_6645	8	1	1	1	0.07537688442211055	15	13.266666666666667	0	0	199	27256	Cluster	Twin_15	WP_063610698.1 DUF2184 domain-containing protein, partial [Escherichia coli]
Cluster_1456	8	1	1	1	0.6130653266331658	122	1.6311475409836065	0	0	199	27256	Cluster	Single	WP_001296198.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae]
Cluster_9959	8	1	1	1	0.10050251256281408	20	9.95	0	0	199	27256	Cluster	Single	WP_072170730.1 hypothetical protein, partial [Escherichia coli]
Cluster_8727	8	1	1	1	0.38190954773869346	76	2.618421052631579	0	0	199	27256	Cluster	Single	WP_000917805.1 DUF4761 domain-containing protein [Escherichia coli]
Cluster_2037	8	1	1	1	0.41708542713567837	83	2.397590361445783	0	0	199	27256	Cluster	Single	WP_000124651.1 MULTISPECIES: type II toxin-antitoxin system ParD family antitoxin [Enterobacteriaceae]
Cluster_15172	8	1	1	1	0.08040201005025126	16	12.4375	0	0	199	27256	Cluster	Single	WP_071526514.1 hypothetical protein [Escherichia coli]
Cluster_6162	8	1	1	1	0.035175879396984924	7	28.42857142857143	0	0	199	27256	Cluster	Single	WP_001387471.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae]
Cluster_25946	8	1	1	1	0.10552763819095477	21	9.476190476190476	0	0	199	27256	Cluster	Twin_756	WP_047084020.1 hypothetical protein [Escherichia coli]
Cluster_23271	8	1	1	1	0.005025125628140704	1	199	0	0	199	27256	Cluster	Single	WP_038341844.1 glycosyltransferase family 2 protein [Escherichia coli]
Cluster_3312	8	1	1	1	0.3869346733668342	77	2.5844155844155843	0	0	199	27256	Cluster	Single	WP_047087206.1 fimbrial protein [Escherichia coli]
Cluster_15118	8	1	1	1	0.18592964824120603	37	5.378378378378378	0	0	199	27256	Cluster	Single	WP_097411886.1 conjugal transfer protein TrbC [Escherichia coli]
Cluster_23048	8	1	1	1	0.005025125628140704	1	199	0	0	199	27256	Cluster	Single	WP_032359557.1 MULTISPECIES: EscC/YscC/HrcC family type III secretion system outer membrane ring protein [Enterobacteriaceae]
Cluster_30052	8	1	1	1	0.5577889447236181	111	1.792792792792793	0	0	199	27256	Cluster	Twin_632	WP_000969790.1 MULTISPECIES: 2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase [Enterobacteriaceae]
Cluster_22797	8	1	1	1	0.005025125628140704	1	199	0	0	199	27256	Cluster	Single	WP_000351991.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae]
Cluster_22871	8	1	1	1	0.005025125628140704	1	199	0	0	199	27256	Cluster	Single	WP_000609700.1 hypothetical protein [Escherichia coli]
Cluster_15673	8	1	1	1	0.4472361809045226	89	2.235955056179775	0	0	199	27256	Cluster	Single	WP_000947774.1 phage tail assembly protein T [Escherichia coli]
Cluster_22992	8	1	1	1	0.005025125628140704	1	199	0	0	199	27256	Cluster	Single	WP_025760991.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae]
Cluster_21860	8	1	1	1	0.7487437185929648	149	1.3355704697986577	0	0	199	27256	Cluster	Single	WP_001396971.1 type 1 fimbrial protein subunit FimA [Escherichia coli]
Cluster_9163	8	1	1	1	0.010050251256281407	2	99.5	0	0	199	27256	Cluster	Single	WP_096149186.1 hypothetical protein [Escherichia coli]
Cluster_23176	8	1	1	1	0.1658291457286432	33	6.03030303030303	0	0	199	27256	Cluster	Twin_588	WP_001312591.1 MBL fold metallo-hydrolase [Escherichia coli]
Cluster_23560	8	1	1	1	0.271356783919598	54	3.685185185185185	0	0	199	27256	Cluster	Single	WP_000063161.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae]
Cluster_9524	8	1	1	1	0.45226130653266333	90	2.2111111111111112	0	0	199	27256	Cluster	Single	WP_054627614.1 phage portal protein, partial [Escherichia coli]
Cluster_22976	8	1	1	1	0.005025125628140704	1	199	0	0	199	27256	Cluster	Single	WP_005059304.1 MULTISPECIES: cysteine protease [Enterobacteriaceae]
Cluster_23145	8	1	1	1	0.03015075376884422	6	33.16666666666667	0	0	199	27256	Cluster	Single	WP_038341655.1 MULTISPECIES: recombinase family protein [Enterobacteriaceae]
Cluster_12475	8	1	1	1	0.34673366834170855	69	2.8840579710144927	0	0	199	27256	Cluster	Single	WP_096929023.1 lipopolysaccharide 3-alpha-galactosyltransferase [Escherichia coli]
Cluster_3033	8	1	1	1	0.3869346733668342	77	2.5844155844155843	0	0	199	27256	Cluster	Single	WP_023281832.1 lysis protein [Escherichia coli]
Cluster_1385	8	1	1	1	0.2562814070351759	51	3.9019607843137254	0	0	199	27256	Cluster	Single	WP_001131456.1 hypothetical protein [Escherichia coli]
Cluster_22663	8	1	1	1	0.32160804020100503	64	3.109375	0	0	199	27256	Cluster	Single	WP_063069883.1 sel1 repeat family protein [Escherichia coli]
Cluster_8576	8	1	1	1	0.5276381909547738	105	1.8952380952380954	0	0	199	27256	Cluster	Single	WP_062899910.1 tail assembly chaperone [Escherichia coli]
Cluster_22825	8	1	1	1	0.005025125628140704	1	199	0	0	199	27256	Cluster	Single	WP_000817134.1 MULTISPECIES: lysis protein [Enterobacteriaceae]
Cluster_21069	8	1	1	1	0.09547738693467336	19	10.473684210526317	0	0	199	27256	Cluster	Twin_400	WP_001683035.1 two-component system sensor histidine kinase PgtB [Escherichia coli]
Cluster_23032	8	1	1	1	0.035175879396984924	7	28.42857142857143	0	0	199	27256	Cluster	Single	WP_000686648.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae]
Cluster_3772	8	1	1	1	0.2814070351758794	56	3.553571428571429	0	0	199	27256	Cluster	Single	WP_000922602.1 hypothetical protein [Escherichia coli]
Cluster_11754	8	1	1	1	0.02512562814070352	5	39.8	0	0	199	27256	Cluster	Single	WP_071592632.1 hypothetical protein [Escherichia coli]
Cluster_23316	8	1	1	1	0.005025125628140704	1	199	0	0	199	27256	Cluster	Single	WP_072162637.1 MULTISPECIES: transcriptional regulator [Enterobacteriaceae]
Cluster_29168	8	1	1	1	0.010050251256281407	2	99.5	0	0	199	27256	Cluster	Twin_210	WP_096975808.1 lytic transglycosylase catalytic [Escherichia coli]
Cluster_11041	8	1	1	1	0.41708542713567837	83	2.397590361445783	0	0	199	27256	Cluster	Single	WP_078165365.1 phage terminase large subunit family protein [Escherichia coli]
Cluster_11985	8	1	1	1	0.22110552763819097	44	4.5227272727272725	0	0	199	27256	Cluster	Single	WP_064762668.1 Polarity suppression protein [Escherichia coli]
Cluster_26553	8	1	1	1	0.4020100502512563	80	2.4875	0	0	199	27256	Cluster	Single	WP_032235289.1 endonuclease [Escherichia coli]
Cluster_5931	8	1	1	1	0.31155778894472363	62	3.2096774193548385	0	0	199	27256	Cluster	Single	WP_001309630.1 MULTISPECIES: hypothetical protein [Escherichia]
Cluster_10205	8	1	1	1	0.5276381909547738	105	1.8952380952380954	0	0	199	27256	Cluster	Single	WP_021576866.1 phage outer membrane protein, partial [Escherichia coli]
Cluster_23184	8	1	1	1	0.08040201005025126	16	12.4375	0	0	199	27256	Cluster	Single	WP_064757705.1 hypothetical protein, partial [Escherichia coli]
Cluster_23144	8	1	1	1	0.02512562814070352	5	39.8	0	0	199	27256	Cluster	Twin_99	WP_073801741.1 DUF4011 domain-containing protein [Escherichia coli]
Cluster_28972	8	1	1	1	0.010050251256281407	2	99.5	0	0	199	27256	Cluster	Twin_210	WP_000204763.1 MULTISPECIES: PBSX family phage terminase large subunit [Enterobacteriaceae]
Cluster_23171	8	1	1	1	0.005025125628140704	1	199	0	0	199	27256	Cluster	Single	WP_052979951.1 MULTISPECIES: phage portal protein [Enterobacteriaceae]
Cluster_20821	8	1	1	1	0.3969849246231156	79	2.518987341772152	0	0	199	27256	Cluster	Single	WP_089562812.1 IS66 family transposase, partial [Escherichia coli]
Cluster_26482	8	1	1	1	0.21105527638190955	42	4.738095238095238	0	0	199	27256	Cluster	Single	WP_000497743.1 DUF2635 domain-containing protein [Escherichia coli]
Cluster_9267	8	1	1	1	0.04020100502512563	8	24.875	0	0	199	27256	Cluster	Twin_258	WP_000539951.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae]
Cluster_14521	8	1	1	1	0.010050251256281407	2	99.5	0	0	199	27256	Cluster	Twin_621	WP_000836078.1 Zn-dependent oxidoreductase [Escherichia coli]
Cluster_22910	8	1	1	1	0.005025125628140704	1	199	0	0	199	27256	Cluster	Single	WP_074132376.1 hypothetical protein [Escherichia coli]
Cluster_9313	8	1	1	1	0.7587939698492462	151	1.3178807947019868	0	0	199	27256	Cluster	Single	WP_004030521.1 TMAO reductase system sensor histidine kinase/response regulator TorS [Escherichia coli]
Cluster_28701	8	1	1	1	0.7688442211055276	153	1.3006535947712419	0	0	199	27256	Cluster	Single	WP_024167618.1 fimbriae assembly protein [Escherichia coli]
Cluster_23061	8	1	1	1	0.005025125628140704	1	199	0	0	199	27256	Cluster	Single	WP_052239137.1 cshE pilin [Escherichia coli]
Cluster_635	8	1	1	1	0.7939698492462312	158	1.259493670886076	0	0	199	27256	Cluster	Single	WP_001364200.1 MULTISPECIES: his operon leader peptide, partial [Proteobacteria]
Cluster_1916	8	1	1	1	0.035175879396984924	7	28.42857142857143	0	0	199	27256	Cluster	Single	WP_000404127.1 hypothetical protein [Escherichia coli]
Cluster_22895	8	1	1	1	0.32160804020100503	64	3.109375	0	0	199	27256	Cluster	Single	WP_000256997.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae]
Cluster_22873	8	1	1	1	0.005025125628140704	1	199	0	0	199	27256	Cluster	Single	WP_038340769.1 EscF/YscF/HrpA family type III secretion system needle major subunit [Escherichia coli]
Cluster_22440	8	1	1	1	0.7085427135678392	141	1.4113475177304966	0	0	199	27256	Cluster	Single	WP_001057134.1 cryptic beta-glucoside bgl operon Antiterminator [Escherichia coli]
Cluster_7534	8	1	1	1	0.20603015075376885	41	4.853658536585366	0	0	199	27256	Cluster	Single	WP_001445370.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae]
Cluster_23154	8	1	1	1	0.005025125628140704	1	199	0	0	199	27256	Cluster	Single	WP_000620627.1 MULTISPECIES: protein MxiK [Enterobacteriaceae]
Cluster_23029	8	1	1	1	0.01507537688442211	3	66.33333333333334	0	0	199	27256	Cluster	Single	WP_000339335.1 MULTISPECIES: DNA-damage-inducible protein DinI [Enterobacteriaceae]
Cluster_23038	8	1	1	1	0.04020100502512563	8	24.875	0	0	199	27256	Cluster	Single	WP_072035515.1 hypothetical protein [Escherichia coli]
Cluster_8502	8	1	1	1	0.1507537688442211	30	6.633333333333334	0	0	199	27256	Cluster	Single	WP_069197433.1 hypothetical protein [Escherichia coli]
Cluster_22784	8	1	1	1	0.005025125628140704	1	199	0	0	199	27256	Cluster	Single	WP_074131956.1 hypothetical protein [Escherichia coli]
Cluster_17160	8	1	1	1	0.10552763819095477	21	9.476190476190476	0	0	199	27256	Cluster	Single	WP_089564110.1 hypothetical protein [Escherichia coli]
Cluster_536	8	1	1	1	0.7889447236180904	157	1.267515923566879	0	0	199	27256	Cluster	Twin_954	WP_000060506.1 MULTISPECIES: type I toxin-antitoxin system toxin TisB [Enterobacteriaceae]
Cluster_23174	8	1	1	1	0.7638190954773869	152	1.3092105263157896	0	0	199	27256	Cluster	Single	WP_038340215.1 methylmalonyl-CoA decarboxylase [Escherichia coli]
Cluster_19818	8	1	1	1	0.2914572864321608	58	3.431034482758621	0	0	199	27256	Cluster	Single	WP_001013304.1 hypothetical protein [Escherichia coli]
Cluster_29626	8	1	1	1	0.2814070351758794	56	3.553571428571429	0	0	199	27256	Cluster	Single	WP_000599376.1 hypothetical protein [Escherichia coli]
Cluster_4606	8	1	1	1	0.7487437185929648	149	1.3355704697986577	0	0	199	27256	Cluster	Single	WP_024250512.1 MULTISPECIES: NAD(P)-dependent alcohol dehydrogenase [Enterobacteriaceae]
Cluster_924	8	1	1	1	0.36683417085427134	73	2.726027397260274	0	0	199	27256	Cluster	Single	WP_001311271.1 MULTISPECIES: hypothetical protein [Proteobacteria]
Cluster_23065	8	1	1	1	0.005025125628140704	1	199	0	0	199	27256	Cluster	Single	WP_000939941.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae]
Cluster_14593	8	1	1	1	0.2964824120603015	59	3.3728813559322033	0	0	199	27256	Cluster	Single	WP_089518179.1 hypothetical protein, partial [Escherichia coli]
Cluster_16452	8	1	1	1	0.04522613065326633	9	22.11111111111111	0	0	199	27256	Cluster	Single	WP_016233446.1 hypothetical protein [Escherichia coli]
Cluster_20076	8	1	1	1	0.7638190954773869	152	1.3092105263157896	0	0	199	27256	Cluster	Single	WP_000160649.1 fimbrial protein StfD [Escherichia coli]
Cluster_23284	8	1	1	1	0.005025125628140704	1	199	0	0	199	27256	Cluster	Single	WP_000621941.1 MULTISPECIES: EscJ/YscJ/HrcJ family type III secretion inner membrane ring protein [Enterobacteriaceae]
Cluster_980	8	1	1	1	0.6130653266331658	122	1.6311475409836065	0	0	199	27256	Cluster	Single	WP_010723106.1 MULTISPECIES: hypothetical protein [Proteobacteria]
Cluster_23305	8	1	1	1	0.005025125628140704	1	199	0	0	199	27256	Cluster	Single	WP_052760734.1 MULTISPECIES: phage head completion protein [Enterobacteriaceae]
Cluster_13539	8	1	1	1	0.1306532663316583	26	7.653846153846153	0	0	199	27256	Cluster	Single	WP_072021179.1 type VI secretion system tip protein VgrG [Escherichia coli]
Cluster_20995	8	1	1	1	0.17587939698492464	35	5.685714285714285	0	0	199	27256	Cluster	Single	WP_001682564.1 colicin immunity protein, partial [Escherichia coli]
Cluster_4459	8	1	1	1	0.7336683417085427	146	1.363013698630137	0	0	199	27256	Cluster	Single	WP_097331983.1 hypothetical protein [Escherichia coli]
Cluster_1796	8	1	1	1	0.1507537688442211	30	6.633333333333334	0	0	199	27256	Cluster	Twin_1454	WP_032149214.1 hypothetical protein [Escherichia coli]
Cluster_9613	8	1	1	1	0.7587939698492462	151	1.3178807947019868	0	0	199	27256	Cluster	Single	WP_057107865.1 MULTISPECIES: transcriptional regulator [Enterobacteriaceae]
Cluster_22874	8	1	1	1	0.035175879396984924	7	28.42857142857143	0	0	199	27256	Cluster	Single	WP_072035510.1 hypothetical protein [Escherichia coli]
Cluster_10402	8	1	1	1	0.6432160804020101	128	1.5546875	0	0	199	27256	Cluster	Single	WP_044317293.1 conjugal transfer protein, partial [Escherichia coli]
Cluster_23168	8	1	1	1	0.005025125628140704	1	199	0	0	199	27256	Cluster	Single	WP_032359549.1 type III secretion system needle tip complex protein SipB [Escherichia coli]
Cluster_6969	8	1	1	1	0.19095477386934673	38	5.236842105263158	0	0	199	27256	Cluster	Single	WP_097436960.1 conjugal transfer protein TrbD [Escherichia coli]
Cluster_25063	8	1	1	1	0.10050251256281408	20	9.95	0	0	199	27256	Cluster	Single	WP_024194680.1 hypothetical protein [Escherichia coli]
Cluster_23298	8	1	1	1	0.01507537688442211	3	66.33333333333334	0	0	199	27256	Cluster	Single	WP_038341195.1 hypothetical protein [Escherichia coli]
Cluster_22056	8	1	1	1	0.34673366834170855	69	2.8840579710144927	0	0	199	27256	Cluster	Twin_490	WP_001197418.1 MULTISPECIES: L-idonate 5-dehydrogenase [Enterobacteriaceae]
Cluster_3383	8	1	1	1	0.04522613065326633	9	22.11111111111111	0	0	199	27256	Cluster	Twin_1040	WP_012816785.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae]
Cluster_19926	8	1	1	1	0.17587939698492464	35	5.685714285714285	0	0	199	27256	Cluster	Single	WP_024187058.1 hypothetical protein [Escherichia coli]
Cluster_23082	8	1	1	1	0.005025125628140704	1	199	0	0	199	27256	Cluster	Single	WP_005109727.1 MULTISPECIES: integrase [Enterobacteriaceae]
Cluster_22789	8	1	1	1	0.005025125628140704	1	199	0	0	199	27256	Cluster	Single	WP_001343265.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae]
Cluster_23100	8	1	1	1	0.005025125628140704	1	199	0	0	199	27256	Cluster	Single	WP_046880193.1 hypothetical protein [Escherichia coli]
Cluster_11157	8	1	1	1	0.5879396984924623	117	1.7008547008547008	0	0	199	27256	Cluster	Single	WP_097419524.1 DUF3289 domain-containing protein, partial [Escherichia coli]
Cluster_9615	8	1	1	1	0.7437185929648241	148	1.3445945945945945	0	0	199	27256	Cluster	Single	WP_099145295.1 type 1 fimbrial protein [Escherichia coli]
Cluster_23062	8	1	1	1	0.005025125628140704	1	199	0	0	199	27256	Cluster	Single	WP_001287788.1 ATP-binding protein [Escherichia coli]
Cluster_18798	8	1	1	1	0.7638190954773869	152	1.3092105263157896	0	0	199	27256	Cluster	Single	WP_071526436.1 autoinducer 2 ABC transporter substrate-binding protein LsrB [Escherichia coli]
Cluster_17599	8	1	1	1	0.04020100502512563	8	24.875	0	0	199	27256	Cluster	Single	WP_024239653.1 hypothetical protein [Escherichia coli]
Cluster_29897	8	1	1	1	0.35175879396984927	70	2.8428571428571425	0	0	199	27256	Cluster	Single	WP_071532529.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae]
Cluster_23216	8	1	1	1	0.005025125628140704	1	199	0	0	199	27256	Cluster	Single	WP_050582971.1 hypothetical protein [Escherichia coli]
Cluster_2021	8	1	1	1	0.7839195979899497	156	1.2756410256410258	0	0	199	27256	Cluster	Single	WP_001303792.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae]
Cluster_1791	8	1	1	1	0.5628140703517588	112	1.7767857142857144	0	0	199	27256	Cluster	Single	WP_001292342.1 2,3-dehydroadipyl-CoA hydratase [Escherichia coli]
Cluster_23008	8	1	1	1	0.005025125628140704	1	199	0	0	199	27256	Cluster	Single	WP_072035496.1 hypothetical protein [Escherichia coli]
Cluster_16044	8	1	1	1	0.2914572864321608	58	3.431034482758621	0	0	199	27256	Cluster	Single	WP_097428105.1 oxidoreductase [Escherichia coli]
Cluster_30457	8	1	1	1	0.04522613065326633	9	22.11111111111111	0	0	199	27256	Cluster	Single	WP_001616564.1 MULTISPECIES: DNA repair protein RadC [Enterobacterales]
Cluster_22753	8	1	1	1	0.005025125628140704	1	199	0	0	199	27256	Cluster	Single	WP_000365426.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae]
Cluster_704	8	1	1	1	0.32663316582914576	65	3.0615384615384613	0	0	199	27256	Cluster	Single	WP_001274838.1 transcriptional regulator [Escherichia coli]
Cluster_13456	8	1	1	1	0.16080402010050251	32	6.21875	0	0	199	27256	Cluster	Single	WP_021500349.1 hypothetical protein, partial [Escherichia coli]
Cluster_15760	8	1	1	1	0.22110552763819097	44	4.5227272727272725	0	0	199	27256	Cluster	Single	WP_097330006.1 DUF1133 domain-containing protein [Escherichia coli]
Cluster_23283	8	1	1	1	0.005025125628140704	1	199	0	0	199	27256	Cluster	Single	WP_071994268.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae]
Cluster_23128	8	1	1	1	0.005025125628140704	1	199	0	0	199	27256	Cluster	Single	WP_074132320.1 phage tail tape measure protein, partial [Escherichia coli]
Cluster_19656	8	1	1	1	0.035175879396984924	7	28.42857142857143	0	0	199	27256	Cluster	Single	WP_039259895.1 peptidase [Escherichia coli]
Cluster_23179	8	1	1	1	0.010050251256281407	2	99.5	0	0	199	27256	Cluster	Single	WP_032149715.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae]
Cluster_22993	8	1	1	1	0.010050251256281407	2	99.5	0	0	199	27256	Cluster	Single	WP_074132447.1 antirestriction protein [Escherichia coli]
Cluster_2312	8	1	1	1	0.010050251256281407	2	99.5	0	0	199	27256	Cluster	Twin_606	WP_016239058.1 MULTISPECIES: DUF4132 domain-containing protein [Escherichia]
Cluster_28075	8	1	1	1	0.31155778894472363	62	3.2096774193548385	0	0	199	27256	Cluster	Single	WP_001576313.1 L-lysine 6-monooxygenase [Escherichia coli]
Cluster_22938	8	1	1	1	0.005025125628140704	1	199	0	0	199	27256	Cluster	Single	WP_000387670.1 MULTISPECIES: surface presentation of antigens protein SpaM [Enterobacteriaceae]
Cluster_1862	8	1	1	1	0.2964824120603015	59	3.3728813559322033	0	0	199	27256	Cluster	Single	WP_000450692.1 DUF1627 domain-containing protein [Escherichia coli]
Cluster_224	8	1	1	1	0.39195979899497485	78	2.5512820512820515	0	0	199	27256	Cluster	Single	WP_071524598.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae]
Cluster_24910	8	1	1	1	0.3969849246231156	79	2.518987341772152	0	0	199	27256	Cluster	Single	WP_000357028.1 MULTISPECIES: hypothetical protein [Enterobacteriaceae]
Cluster_16834	8	1	1	1	0.5376884422110553	107	1.8598130841121496	0	0	199	27256	Cluster	Single	WP_072164467.1 LysR family transcriptional regulator [Escherichia coli]
Cluster_11711	8	1	1	1	0.3869346733668342	77	2.5844155844155843	0	0	199	27256	Cluster	Single	WP_001151535.1 MULTISPECIES: conjugal transfer protein TraM [Enterobacteriaceae]
Cluster_22929	8	1	1	1	0.005025125628140704	1	199	0	0	199	27256	Cluster	Single	WP_005038443.1 MULTISPECIES: AraC family transcriptional regulator [Enterobacteriaceae]
Cluster_17463	8	1	1	1	0.5979899497487438	119	1.672268907563025	0	0	199	27256	Cluster	Single	WP_050575860.1 glycosyl hydrolase family 32 [Escherichia coli]
Cluster_23319	8	1	1	1	0.005025125628140704	1	199	0	0	199	27256	Cluster	Twin_382	WP_074132299.1 hypothetical protein, partial [Escherichia coli]
Cluster_23939	8	1	1	1	0.2864321608040201	57	3.4912280701754383	0	0	199	27256	Cluster	Single	WP_099147842.1 hypothetical protein [Escherichia coli]
Cluster_11236	8	1	1	1	0.04020100502512563	8	24.875	0	0	199	27256	Cluster	Twin_258	WP_013307883.1 MULTISPECIES: prepilin peptidase [Enterobacteriaceae]
Cluster_21289	8	1	1	1	0.06030150753768844	12	16.583333333333336	0	0	199	27256	Cluster	Twin_964	WP_032252875.1 MULTISPECIES: fimbrial protein [Enterobacteriaceae]
Cluster_22818	8	1	1	1	0.005025125628140704	1	199	0	0	199	27256	Cluster	Single	WP_073841989.1 hypothetical protein [Escherichia coli]
Cluster_22023	8	1	1	1	0.08040201005025126	16	12.4375	0	0	199	27256	Cluster	Single	WP_000320994.1 hypothetical protein, partial [Escherichia coli]
Cluster_19177	8	1	1	1	0.7537688442211056	150	1.3266666666666667	0	0	199	27256	Cluster	Single	WP_057696048.1 glucosamine-6-phosphate deaminase [Escherichia coli]
Cluster_22265	8	1	1	1	0.19597989949748743	39	5.102564102564103	0	0	199	27256	Cluster	Single	WP_077513930.1 hypothetical protein [Escherichia coli]
Cluster_12739	8	1	1	1	0.7035175879396985	140	1.4214285714285713	0	0	199	27256	Cluster	Single	WP_032200028.1 4-aminobutyrate--2-oxoglutarate transaminase, partial [Escherichia coli]
Cluster_23256	8	1	1	1	0.010050251256281407	2	99.5	0	0	199	27256	Cluster	Single	WP_000131511.1 MULTISPECIES: restriction endonuclease subunit M [Enterobacteriaceae]
Cluster_1949	8	1	1	1	0.44221105527638194	88	2.2613636363636362	0	0	199	27256	Cluster	Single	WP_000860020.1 alpha/beta hydrolase [Escherichia coli]
Cluster_26356	8	1	1	1	0.010050251256281407	2	99.5	0	0	199	27256	Cluster	Twin_747	WP_001013084.1 phage baseplate assembly protein V [Escherichia coli]
Cluster_23173	8	1	1	1	0.005025125628140704	1	199	0	0	199	27256	Cluster	Single	WP_038341632.1 rho operon leader peptide [Escherichia coli]
Cluster_28167	8	1	1	1	0.09547738693467336	19	10.473684210526317	0	0	199	27256	Cluster	Twin_400	WP_024198271.1 MULTISPECIES: two-component system response regulator PgtA [Enterobacteriaceae]
